h3_cell,lon,lat,resolution,avg_hex_area_km2,source_wind_lon,source_wind_lat,u10,v10,speed,source_chla_lon,source_chla_lat,chlor_a
835ad9fffffffff,166.9703561031734,23.64424841315807,3,12393.43465508816,167.0,23.5,-4.3649526,-0.038207605,4.5104647,167.0,23.5,0.051697575
835adafffffffff,168.89843835866512,24.594838509517118,3,12393.43465508816,169.0,24.5,-3.9018106,0.052764826,4.1161737,169.0,24.5,0.054376226
835adbfffffffff,167.61948936381648,24.6225463520317,3,12393.43465508816,168.0,24.5,-3.8320541,0.10160883,4.048767,168.0,24.5,0.05344418
835adcfffffffff,168.83767896421622,22.625135172792497,3,12393.43465508816,169.0,22.5,-5.0575547,-0.33144534,5.1771073,169.0,22.5,0.050260037
835addfffffffff,167.58630129661535,22.652678831035335,3,12393.43465508816,168.0,22.5,-4.9866614,-0.2949796,5.104886,168.0,22.5,0.049455367
835adefffffffff,169.50007452534234,23.58900583970657,3,12393.43465508816,170.0,23.5,-4.582543,-0.16741753,4.7306833,170.0,23.5,0.051498834
835ae0fffffffff,169.29025033301616,17.817729617240875,3,12393.43465508816,169.0,17.5,-6.659292,-1.096706,6.782919,169.0,17.5,0.040219624
835ae1fffffffff,168.10294995636673,17.848473168258316,3,12393.43465508816,168.0,17.5,-6.6226034,-1.0633626,6.740955,168.0,17.5,0.041103866
835ae2fffffffff,169.9228988677397,18.74033700266736,3,12393.43465508816,170.0,18.5,-6.4647107,-0.9832322,6.585438,170.0,18.5,0.04240511
835ae3fffffffff,168.72369145517496,18.77521864968084,3,12393.43465508816,169.0,18.5,-6.4429555,-0.95941734,6.559889,169.0,18.5,0.0410173
835ae4fffffffff,169.8451339563673,16.868293175766794,3,12393.43465508816,170.0,16.5,-6.8876724,-1.2583177,7.033205,170.0,16.5,0.039276913
835ae5fffffffff,168.6701586730984,16.902073222082038,3,12393.43465508816,169.0,16.5,-6.8512044,-1.237266,6.9915614,169.0,16.5,0.038834978
835ae6fffffffff,170.4766317286723,17.779837736575075,3,12393.43465508816,170.0,17.5,-6.6892853,-1.1186128,6.8190823,170.0,17.5,0.042231016
835ae8fffffffff,166.32500193502636,18.82200128854458,3,12393.43465508816,166.0,18.5,-6.326868,-0.88064975,6.429306,166.0,18.5,0.04036113
835ae9fffffffff,165.12761913011585,18.83387692107041,3,12393.43465508816,165.0,18.5,-6.278577,-0.8376169,6.375587,165.0,18.5,0.041244842
835aeafffffffff,166.93319117550854,19.76325678905064,3,12393.43465508816,167.0,19.5,-6.11168,-0.7768903,6.2102785,167.0,19.5,0.04481219
835aebfffffffff,165.72233304775352,19.77830690292826,3,12393.43465508816,166.0,19.5,-6.066081,-0.73671967,6.1576786,166.0,19.5,0.043508083
835aecfffffffff,166.91574952606467,17.87202879374379,3,12393.43465508816,167.0,17.5,-6.5833855,-1.0501666,6.7019978,167.0,17.5,0.039903667
835aedfffffffff,165.7296674552121,17.88838293839913,3,12393.43465508816,166.0,17.5,-6.559287,-1.021036,6.673815,166.0,17.5,0.039095514
835aeefffffffff,167.52404206075514,18.80244900216816,3,12393.43465508816,168.0,18.5,-6.40571,-0.94682837,6.5201874,168.0,18.5,0.04155149
835af0fffffffff,171.77729127269063,19.621590837146645,3,12393.43465508816,172.0,19.5,-6.286374,-0.9122708,6.409551,172.0,19.5,0.044022087
835af1fffffffff,170.56833056874737,19.66914306753461,3,12393.43465508816,171.0,19.5,-6.254443,-0.8840448,6.372676,171.0,19.5,0.043911856
835af2fffffffff,172.44686071164867,20.550226623516664,3,12393.43465508816,172.0,20.5,-6.020505,-0.797595,6.139688,172.0,20.5,0.04450205
835af3fffffffff,171.22676798311505,20.60335253958225,3,12393.43465508816,171.0,20.5,-5.9892235,-0.7613647,6.1034255,171.0,20.5,0.04659697
835af4fffffffff,172.31579983742816,18.64786679707683,3,12393.43465508816,172.0,18.5,-6.529107,-1.0443058,6.660726,172.0,18.5,0.04221592
835af5fffffffff,171.1206153686172,18.697858891894008,3,12393.43465508816,171.0,18.5,-6.500982,-1.0120653,6.626029,171.0,18.5,0.04320834
835af6fffffffff,172.98308850293745,19.56609294866533,3,12393.43465508816,173.0,19.5,-6.33202,-0.9605077,6.463097,173.0,19.5,0.045419276
835b00fffffffff,175.85777885378332,7.898210051281065,3,12393.43465508816,176.0,7.5,-6.818577,-2.299308,7.2381415,176.0,7.5,0.082165904
835b02fffffffff,176.4755088090638,8.688068220435715,3,12393.43465508816,176.0,8.5,-7.1388297,-2.5081155,7.6005597,176.0,8.5,0.07139345
835b03fffffffff,175.41777775985815,8.736562533334167,3,12393.43465508816,175.0,8.5,-7.114707,-2.466644,7.5652523,175.0,8.5,0.0650479
835b05fffffffff,175.24956083749828,7.116660657150887,3,12393.43465508816,175.0,7.5,-6.781541,-2.2499313,7.1894574,175.0,7.5,0.08000311
835b06fffffffff,176.90357202058422,7.851012916028409,3,12393.43465508816,177.0,7.5,-6.834427,-2.3449306,7.2672086,177.0,7.5,0.08755104
835b08fffffffff,173.28815146157265,8.825258080202962,3,12393.43465508816,173.0,8.5,-7.0476885,-2.3663912,7.4694457,173.0,8.5,0.06127238
835b09fffffffff,172.21767541238145,8.865302092323931,3,12393.43465508816,172.0,8.5,-6.9996986,-2.3282897,7.410391,172.0,8.5,0.0573039
835b0afffffffff,173.89409124952354,9.634363025777033,3,12393.43465508816,174.0,9.5,-7.3424606,-2.5054765,7.7846394,174.0,9.5,0.05247087
835b0bfffffffff,172.81550768336507,9.677643335683856,3,12393.43465508816,173.0,9.5,-7.32277,-2.4522958,7.7492332,173.0,9.5,0.05044306
835b0efffffffff,174.35509167879763,8.782319977240642,3,12393.43465508816,174.0,8.5,-7.09034,-2.4196587,7.5276585,174.0,8.5,0.0649654
835b10fffffffff,178.1610421510363,9.43032220382074,3,12393.43465508816,178.0,9.5,-7.405059,-2.6308455,7.8866987,178.0,9.5,0.07007411
835b11fffffffff,177.1028285930822,9.485782064151625,3,12393.43465508816,177.0,9.5,-7.390392,-2.6124203,7.8666854,177.0,9.5,0.05909605
835b12fffffffff,178.8039425662402,10.23070129186692,3,12393.43465508816,179.0,10.5,-7.5510235,-2.6369665,8.020807,179.0,10.5,0.05204197
835b13fffffffff,177.73980933556095,10.290862439161916,3,12393.43465508816,178.0,10.5,-7.549468,-2.6202018,8.014204,178.0,10.5,0.055827856
835b14fffffffff,178.5734046997868,8.58323394318655,3,12393.43465508816,179.0,8.5,-7.1682076,-2.6043663,7.6604924,179.0,8.5,0.07702934
835b15fffffffff,177.5276039434699,8.636926649848641,3,12393.43465508816,178.0,8.5,-7.1657825,-2.5626225,7.6455235,178.0,8.5,0.07705357
835b16fffffffff,179.21244912083858,9.37207179175646,3,12393.43465508816,179.0,9.5,-7.414027,-2.6641889,7.9055266,179.0,9.5,0.067479864
835b18fffffffff,175.59222476905725,10.401614923947106,3,12393.43465508816,176.0,10.5,-7.547426,-2.5637994,7.993079,176.0,10.5,0.050281566
835b19fffffffff,174.510181382621,10.451982914477078,3,12393.43465508816,175.0,10.5,-7.525276,-2.5252767,7.9599676,175.0,10.5,0.05150191
835b1afffffffff,176.22589592710017,11.222957520160753,3,12393.43465508816,176.0,11.5,-7.612449,-2.4425318,8.0156765,176.0,11.5,0.047939572
835b1bfffffffff,175.13653297958908,11.277624426752004,3,12393.43465508816,175.0,11.5,-7.604815,-2.4045918,7.997082,175.0,11.5,0.046086248
835b1cfffffffff,176.0384706452917,9.538342259461556,3,12393.43465508816,176.0,9.5,-7.3862734,-2.5799818,7.850929,176.0,9.5,0.05899434
835b1dfffffffff,174.96865515919848,9.587900695248532,3,12393.43465508816,175.0,9.5,-7.360619,-2.548931,7.8159156,175.0,9.5,0.052461963
835b1efffffffff,176.6690061805928,10.347872260485968,3,12393.43465508816,177.0,10.5,-7.5459185,-2.6010704,8.003896,177.0,10.5,0.052834272
835b20fffffffff,176.10877338366592,5.503523967346171,3,12393.43465508816,176.0,5.5,-6.041239,-1.6640255,6.3366814,176.0,5.5,0.12268918
835b21fffffffff,175.087248861995,5.542621279554096,3,12393.43465508816,175.0,5.5,-5.973617,-1.6281918,6.263317,175.0,5.5,0.11283471
835b22fffffffff,176.71131051813,6.2612282768622425,3,12393.43465508816,177.0,6.5,-6.466231,-2.0334785,6.832006,177.0,6.5,0.10078987
835b23fffffffff,175.6834675003144,6.3034494789228,3,12393.43465508816,176.0,6.5,-6.428568,-1.983036,6.7821417,176.0,6.5,0.10594991
835b24fffffffff,176.5256861988238,4.716994548709301,3,12393.43465508816,177.0,4.5,-5.6288595,-1.3305057,5.8713565,177.0,4.5,0.14863282
835b26fffffffff,177.12527565615002,5.46288769045823,3,12393.43465508816,177.0,5.5,-6.073333,-1.688968,6.3734407,177.0,5.5,0.13002226
835b28fffffffff,173.6138608880439,6.382326666859815,3,12393.43465508816,174.0,6.5,-6.323329,-1.9418864,6.668689,174.0,6.5,0.08500094
835b29fffffffff,172.57339524823288,6.418859101744412,3,12393.43465508816,173.0,6.5,-6.2657094,-1.9206736,6.6058016,173.0,6.5,0.07956967
835b2afffffffff,174.20556824503169,7.158131679900574,3,12393.43465508816,174.0,7.5,-6.732066,-2.2082987,7.129942,174.0,7.5,0.06690202
835b2bfffffffff,173.15757131559926,7.197389197157411,3,12393.43465508816,173.0,7.5,-6.688566,-2.1761446,7.077615,173.0,7.5,0.06895508
835b2cfffffffff,174.06131862998146,5.580120045582005,3,12393.43465508816,174.0,5.5,-5.903954,-1.6086518,6.190158,174.0,5.5,0.11661887
835b2dfffffffff,173.03161584259672,5.615964515455271,3,12393.43465508816,173.0,5.5,-5.835809,-1.5966947,6.11683,173.0,5.5,0.11420049
835b2efffffffff,174.65077067518968,6.343836998763999,3,12393.43465508816,175.0,6.5,-6.384593,-1.958552,6.7327685,175.0,6.5,0.091374464
835b32fffffffff,178.97713284774997,7.749775173362378,3,12393.43465508816,179.0,7.5,-6.868702,-2.4380586,7.329974,179.0,7.5,0.086705476
835b33fffffffff,177.9435670528716,7.80150472122349,3,12393.43465508816,178.0,7.5,-6.8601503,-2.37903,7.303869,178.0,7.5,0.093947865
835b34fffffffff,178.7499662594128,6.171562925310692,3,12393.43465508816,179.0,6.5,-6.5146384,-2.1460602,6.9111457,179.0,6.5,0.11642385
835b35fffffffff,177.73367737409518,6.21724193448066,3,12393.43465508816,178.0,6.5,-6.506748,-2.091033,6.88678,178.0,6.5,0.110654525
835b41fffffffff,167.36474846591005,8.183848439586766,3,12393.43465508816,167.0,8.5,-6.699624,-2.1500251,7.0642366,167.0,8.5,0.055327613
835b42fffffffff,168.99241706064802,8.96744855505056,3,12393.43465508816,169.0,8.5,-6.8181243,-2.2186446,7.1993384,169.0,8.5,0.054036144
835b43fffffffff,167.91522868441282,8.995340257821486,3,12393.43465508816,168.0,8.5,-6.7657604,-2.1795645,7.1364794,168.0,8.5,0.056296404
835b44fffffffff,168.93935768457027,7.331131202472998,3,12393.43465508816,169.0,7.5,-6.4187517,-2.07412,6.7831106,169.0,7.5,0.08474448
835b45fffffffff,167.88178952567205,7.358514815577136,3,12393.43465508816,168.0,7.5,-6.364764,-2.0403056,6.720597,168.0,7.5,0.06151953
835b4afffffffff,166.3021396221326,9.866895576192489,3,12393.43465508816,166.0,9.5,-6.955596,-2.1551423,7.3045673,166.0,9.5,0.04835911
835b4bfffffffff,165.21684718960702,9.88631642231008,3,12393.43465508816,165.0,9.5,-6.9063187,-2.1136956,7.2451735,165.0,9.5,0.045811657
835b4cfffffffff,166.29807170394162,8.207267771740801,3,12393.43465508816,166.0,8.5,-6.621061,-2.1194324,6.9803605,166.0,8.5,0.053868674
835b4dfffffffff,165.23272543224246,8.227854945141857,3,12393.43465508816,165.0,8.5,-6.5644965,-2.077366,6.9141817,165.0,8.5,0.05211676
835b50fffffffff,170.64927787856251,9.754360055342556,3,12393.43465508816,171.0,9.5,-7.2355394,-2.3664408,7.63619,171.0,9.5,0.04973154
835b51fffffffff,169.5631613064804,9.787672047498017,3,12393.43465508816,170.0,9.5,-7.186436,-2.3301485,7.5770826,170.0,9.5,0.40057373
835b52fffffffff,171.23995518675855,10.581904628602851,3,12393.43465508816,171.0,10.5,-7.423298,-2.3259108,7.797099,171.0,10.5,0.04385246
835b53fffffffff,170.14442334888926,10.617891448532353,3,12393.43465508816,170.0,10.5,-7.3826647,-2.2807343,7.743725,170.0,10.5,0.046505503
835b54fffffffff,171.1443964646867,8.90238551362286,3,12393.43465508816,171.0,8.5,-6.93688,-2.2927284,7.338277,171.0,8.5,0.056285
835b55fffffffff,170.0690592525136,8.936450559239717,3,12393.43465508816,170.0,8.5,-6.885897,-2.2640195,7.2786827,170.0,8.5,0.055963125
835b56fffffffff,171.73365007027422,9.71766476315915,3,12393.43465508816,172.0,9.5,-7.280211,-2.404059,7.69251,172.0,9.5,0.05260577
835b58fffffffff,167.94993272736122,10.678535088309928,3,12393.43465508816,168.0,10.5,-7.291709,-2.1956973,7.6326976,168.0,10.5,0.043498907
835b59fffffffff,166.85258138762754,10.703117124807452,3,12393.43465508816,167.0,10.5,-7.229356,-2.1503348,7.560375,167.0,10.5,0.04328942
835b5afffffffff,168.52182007946757,11.523392892198958,3,12393.43465508816,169.0,11.5,-7.419841,-2.112977,7.730642,169.0,11.5,0.043607302
835b5bfffffffff,167.4137903897737,11.54998234731541,3,12393.43465508816,167.0,11.5,-7.3290477,-2.018721,7.6164007,167.0,11.5,0.3189676
835b5dfffffffff,167.38880992884594,9.84397019785438,3,12393.43465508816,167.0,9.5,-7.009248,-2.188263,7.3650513,167.0,9.5,0.053102802
835b5efffffffff,169.04748173331205,10.650116102707608,3,12393.43465508816,169.0,10.5,-7.3292103,-2.2389407,7.6801553,169.0,10.5,0.04294814
835b60fffffffff,168.8881961095495,5.741837332561743,3,12393.43465508816,169.0,5.5,-5.5129347,-1.5182742,5.7772894,169.0,5.5,0.09215164
835b61fffffffff,167.84954735713876,5.768731020811,3,12393.43465508816,168.0,5.5,-5.420494,-1.4935423,5.681243,168.0,5.5,0.09557112
835b62fffffffff,169.43742735999712,6.516198842245833,3,12393.43465508816,169.0,6.5,-5.9970665,-1.8225644,6.3153524,169.0,6.5,0.07857173
835b63fffffffff,168.38954871435175,6.54441697814193,3,12393.43465508816,168.0,6.5,-5.923609,-1.8011284,6.240153,168.0,6.5,0.07127164
835b66fffffffff,169.92640548657403,5.713079273609642,3,12393.43465508816,170.0,5.5,-5.599307,-1.5281371,5.8635697,170.0,5.5,0.10789095
835b68fffffffff,166.2941507074849,6.594318667528886,3,12393.43465508816,166.0,6.5,-5.7556562,-1.7502894,6.063522,166.0,6.5,0.069252945
835b69fffffffff,165.3698799105626,6.480265737987864,3,12393.43465508816,165.0,6.5,-5.663993,-1.7241452,5.96799,165.0,6.5,0.0632971
835b6afffffffff,166.82445130775838,7.3834107032604255,3,12393.43465508816,167.0,7.5,-6.3017483,-2.004509,6.649595,167.0,7.5,0.06010408
835b6bfffffffff,165.76806238709446,7.405798439968136,3,12393.43465508816,166.0,7.5,-6.2087507,-1.9826024,6.5543804,166.0,7.5,0.056990154
835b6cfffffffff,166.84464335460868,5.758282764911106,3,12393.43465508816,167.0,5.5,-5.3402023,-1.4574236,5.596587,167.0,5.5,0.09372682
835b6dfffffffff,165.93092313580755,5.638590831715833,3,12393.43465508816,166.0,5.5,-5.2406025,-1.4248236,5.4932556,166.0,5.5,0.087839566
835b6efffffffff,167.3415562119145,6.570464914153961,3,12393.43465508816,167.0,6.5,-5.8399167,-1.7729893,6.1520224,167.0,6.5,0.06610313
835b70fffffffff,171.05230464635818,7.269020162393755,3,12393.43465508816,171.0,7.5,-6.590185,-2.14466,6.970783,171.0,7.5,0.06326945
835b71fffffffff,169.9964354894016,7.301287850103123,3,12393.43465508816,170.0,7.5,-6.5157995,-2.1122708,6.8881035,170.0,7.5,0.07149088
835b74fffffffff,171.5300447484932,6.453380095031156,3,12393.43465508816,172.0,6.5,-6.2282786,-1.8927697,6.5615597,172.0,6.5,0.089998215
835b75fffffffff,170.4844917505884,6.485840960475223,3,12393.43465508816,170.0,6.5,-6.067601,-1.8452762,6.390672,170.0,6.5,0.08582597
835b76fffffffff,172.10625178252656,7.234370756199429,3,12393.43465508816,172.0,7.5,-6.643547,-2.1512394,7.0254145,172.0,7.5,0.06426987
835b80fffffffff,-179.6145053942087,13.5738328943351,3,12393.43465508816,-180.0,13.5,-7.5292215,-2.186528,7.8707266,-180.0,13.5,0.041926075
835b81fffffffff,179.29105210776515,13.652640210922106,3,12393.43465508816,179.0,13.5,-7.529836,-2.158798,7.862874,179.0,13.5,0.04059151
835b82fffffffff,-178.9284314781108,14.40718830662164,3,12393.43465508816,-179.0,14.5,-7.40181,-2.018077,7.70961,-179.0,14.5,0.042024728
835b83fffffffff,179.97183733908122,14.492471352195658,3,12393.43465508816,179.0,14.5,-7.415165,-1.9672257,7.7097445,179.0,14.5,0.040547468
835b84fffffffff,-179.2101449404095,12.66824653095382,3,12393.43465508816,-179.0,12.5,-7.6140156,-2.4288898,8.018456,-179.0,12.5,0.043179058
835b85fffffffff,179.7093147943408,12.744880185176484,3,12393.43465508816,179.0,12.5,-7.6080866,-2.3763409,7.9942436,179.0,12.5,0.04191981
835b86fffffffff,-178.5290022473046,13.490903215893072,3,12393.43465508816,-179.0,13.5,-7.535707,-2.2088065,7.8842626,-179.0,13.5,0.04069895
835b88fffffffff,177.74654958722803,14.649187806004452,3,12393.43465508816,178.0,14.5,-7.4201193,-1.9245769,7.70309,178.0,14.5,0.040039282
835b89fffffffff,176.62249279514174,14.720246109435772,3,12393.43465508816,177.0,14.5,-7.4133654,-1.8863516,7.685917,177.0,14.5,0.03933488
835b8afffffffff,178.42563887390477,15.506195884927507,3,12393.43465508816,178.0,15.5,-7.2672157,-1.7590249,7.519713,178.0,15.5,0.040698163
835b8bfffffffff,177.29469365454574,15.583368721194264,3,12393.43465508816,177.0,15.5,-7.2662177,-1.7113208,7.507003,177.0,15.5,0.041110244
835b8cfffffffff,178.188367405539,13.72714171395762,3,12393.43465508816,178.0,13.5,-7.522051,-2.1267679,7.8469887,178.0,13.5,0.038562275
835b8dfffffffff,177.07817257585387,13.797163877370494,3,12393.43465508816,177.0,13.5,-7.5268316,-2.0783079,7.8379364,177.0,13.5,0.03895335
835b8efffffffff,178.86325363283592,14.573202300783926,3,12393.43465508816,179.0,14.5,-7.415165,-1.9672257,7.7097445,179.0,14.5,0.040547468
835b90fffffffff,-177.1378802386148,15.147519769396098,3,12393.43465508816,-177.0,15.5,-7.235133,-1.8927824,7.5242147,-177.0,15.5,0.04230682
835b91fffffffff,-178.23244577218725,15.244258633544074,3,12393.43465508816,-178.0,15.5,-7.2421074,-1.8816183,7.528638,-178.0,15.5,0.040915158
835b94fffffffff,-176.75826498665973,14.22378826920009,3,12393.43465508816,-177.0,14.5,-7.4029703,-2.0412598,7.7174273,-177.0,14.5,0.040249135
835b95fffffffff,-177.8382473000008,14.317556606937153,3,12393.43465508816,-178.0,14.5,-7.4041414,-2.03473,7.7165084,-178.0,14.5,0.04283531
835b96fffffffff,-176.0541322209218,15.046448769334129,3,12393.43465508816,-176.0,15.5,-7.233625,-1.8872935,7.5200443,-176.0,15.5,0.042025547
835b98fffffffff,-179.75553827856325,16.278267296211453,3,12393.43465508816,-180.0,16.5,-7.088171,-1.6982486,7.340284,-180.0,16.5,0.043011762
835b99fffffffff,179.1155046372919,16.367474107033097,3,12393.43465508816,179.0,16.5,-7.0930443,-1.6532086,7.3325353,179.0,16.5,0.04227376
835b9afffffffff,-179.04913835030152,17.13581017717185,3,12393.43465508816,-179.0,17.5,-6.8792605,-1.5984169,7.1228843,-179.0,17.5,0.04471004
835b9bfffffffff,179.8162006345813,17.23227706539438,3,12393.43465508816,179.0,17.5,-6.89004,-1.5060692,7.112179,179.0,17.5,0.043901492
835b9cfffffffff,-179.33718116055095,15.336432306553585,3,12393.43465508816,-179.0,15.5,-7.2519574,-1.8689055,7.534828,-179.0,15.5,0.040731397
835b9dfffffffff,179.54860355654665,15.423816202722886,3,12393.43465508816,179.0,15.5,-7.267262,-1.8097525,7.533658,179.0,15.5,0.041216224
835b9efffffffff,-178.63597812424368,16.18380657301458,3,12393.43465508816,-179.0,16.5,-7.066346,-1.7332522,7.32983,-179.0,16.5,0.043640934
835ba2fffffffff,-178.81481032143353,11.776011813977764,3,12393.43465508816,-179.0,11.5,-7.612867,-2.5760787,8.059384,-179.0,11.5,0.048878428
835ba3fffffffff,-179.88168610954716,11.850245925183662,3,12393.43465508816,-180.0,11.5,-7.612577,-2.5648527,8.055456,-180.0,11.5,0.048158575
835ba4fffffffff,-179.0904304600824,10.101424849650838,3,12393.43465508816,-179.0,10.5,-7.538051,-2.6691449,8.020242,-179.0,10.5,0.0574
835ba5fffffffff,179.86074117682412,10.167512126626589,3,12393.43465508816,179.0,10.5,-7.5510235,-2.6369665,8.020807,179.0,10.5,0.05204197
835ba8fffffffff,177.95991621762118,11.988084023621235,3,12393.43465508816,178.0,11.5,-7.6174383,-2.5152528,8.043024,178.0,11.5,0.046629667
835ba9fffffffff,176.86975728315417,12.051385581816389,3,12393.43465508816,177.0,12.5,-7.6036305,-2.3067179,7.9695196,177.0,12.5,0.038052317
835baafffffffff,178.62042710360276,12.817625918339944,3,12393.43465508816,179.0,12.5,-7.6080866,-2.3763409,7.9942436,179.0,12.5,0.04191981
835badfffffffff,177.30946396838752,11.164636881727594,3,12393.43465508816,177.0,11.5,-7.6124487,-2.4806828,8.02777,177.0,11.5,0.046711214
835baefffffffff,179.04300088564045,11.920988431528516,3,12393.43465508816,179.0,11.5,-7.6214647,-2.549364,8.058772,179.0,11.5,0.043302543
835bb0fffffffff,-177.07672526652408,12.50401497166107,3,12393.43465508816,-177.0,12.5,-7.621093,-2.455666,8.034025,-177.0,12.5,0.04736124
835bb1fffffffff,-178.13861579708993,12.58789804193507,3,12393.43465508816,-178.0,12.5,-7.614677,-2.4487522,8.025825,-178.0,12.5,0.044372924
835bb2fffffffff,-176.40442918366017,13.283149065534124,3,12393.43465508816,-176.0,13.5,-7.528282,-2.2698677,7.8955555,-176.0,13.5,0.044130053
835bb3fffffffff,-177.45309862025243,13.404043180584296,3,12393.43465508816,-177.0,13.5,-7.5356264,-2.2514057,7.8971105,-177.0,13.5,0.042955756
835bb4fffffffff,-176.77912262151995,11.480421354434476,3,12393.43465508816,-177.0,11.5,-7.6335664,-2.5860531,8.083858,-177.0,11.5,0.049350932
835bb5fffffffff,-177.7570035264876,11.69844847516178,3,12393.43465508816,-178.0,11.5,-7.620722,-2.5777638,8.06834,-178.0,11.5,0.052198954
835bb6fffffffff,-176.10572298198687,12.254103667950256,3,12393.43465508816,-176.0,12.5,-7.6154428,-2.4525435,8.027095,-176.0,12.5,0.050081413
835c00fffffffff,-150.9799405038566,13.233127456694572,3,12393.43465508816,-151.0,13.5,-7.846422,-2.9270325,8.39044,-151.0,13.5,0.06183902
835c01fffffffff,-149.83288714423864,12.849400394673095,3,12393.43465508816,-150.0,12.5,-7.8302712,-3.216565,8.479525,-150.0,12.5,0.08327764
835c02fffffffff,-151.89062845484875,12.453630063073806,3,12393.43465508816,-152.0,12.5,-7.855182,-3.1456285,8.476125,-152.0,12.5,0.073488966
835c03fffffffff,-150.74572741146113,12.073923879980956,3,12393.43465508816,-151.0,12.5,-7.849578,-3.18145,8.484092,-151.0,12.5,0.07343802
835c04fffffffff,-151.21639297142357,14.392115648133204,3,12393.43465508816,-151.0,14.5,-7.796216,-2.6857238,8.264133,-151.0,14.5,0.058718123
835c05fffffffff,-150.06341886582965,14.009378709064944,3,12393.43465508816,-150.0,14.5,-7.8151517,-2.720777,8.292774,-150.0,14.5,0.06426086
835c06fffffffff,-152.13058817557882,13.611721445997018,3,12393.43465508816,-152.0,13.5,-7.8354225,-2.8946676,8.370045,-152.0,13.5,0.06281136
835c08fffffffff,-148.46804391720576,11.30150880286323,3,12393.43465508816,-148.0,11.5,-7.727689,-3.6252346,8.550392,-148.0,11.5,0.09716202
835c09fffffffff,-147.3370035195548,10.909816889694458,3,12393.43465508816,-147.0,10.5,-7.581063,-3.8215277,8.503677,-147.0,10.5,0.11038334
835c0afffffffff,-149.37844859559686,10.531329321446831,3,12393.43465508816,-149.0,10.5,-7.644044,-3.7402446,8.52394,-149.0,10.5,0.10349789
835c0bfffffffff,-148.24792545718654,10.143776358162606,3,12393.43465508816,-148.0,10.5,-7.605394,-3.7833023,8.50812,-148.0,10.5,0.1111521
835c0cfffffffff,-148.69032572413207,12.461042062508112,3,12393.43465508816,-149.0,12.5,-7.8180876,-3.2890136,8.49638,-149.0,12.5,0.09258098
835c0dfffffffff,-147.55313258645552,12.068568772548703,3,12393.43465508816,-148.0,12.5,-7.7868295,-3.3661203,8.498857,-148.0,12.5,0.08809211
835c0efffffffff,-149.60457194315995,11.689715894371153,3,12393.43465508816,-150.0,11.5,-7.792538,-3.4949713,8.553762,-150.0,11.5,0.095626555
835c10fffffffff,-153.93937118404733,12.042880666377618,3,12393.43465508816,-154.0,12.5,-7.900538,-3.0961277,8.50051,-154.0,12.5,0.065709576
835c11fffffffff,-152.79508268525106,11.671769129002843,3,12393.43465508816,-153.0,11.5,-7.835492,-3.374385,8.543955,-153.0,11.5,0.07880694
835c12fffffffff,-154.83321084050235,11.256212895260845,3,12393.43465508816,-155.0,11.5,-7.8822985,-3.269585,8.547251,-155.0,11.5,0.069914244
835c13fffffffff,-153.69292103516622,10.888429059733127,3,12393.43465508816,-154.0,10.5,-7.751441,-3.494265,8.514858,-154.0,10.5,0.082492165
835c14fffffffff,-154.18805522026042,13.19760351737846,3,12393.43465508816,-154.0,13.5,-7.869164,-2.8611264,8.389484,-154.0,13.5,0.059506543
835c15fffffffff,-153.03837546160722,12.828346580782434,3,12393.43465508816,-153.0,12.5,-7.8866034,-3.126336,8.498722,-153.0,12.5,0.06698198
835c16fffffffff,-155.08485932716724,12.40869937557332,3,12393.43465508816,-155.0,12.5,-7.9391756,-3.0459578,8.518494,-155.0,12.5,0.06423373
835c18fffffffff,-151.41738769992426,10.139299006478982,3,12393.43465508816,-151.0,10.5,-7.7188125,-3.6479592,8.550243,-151.0,10.5,0.094923824
835c19fffffffff,-150.2839237299194,9.758891502714649,3,12393.43465508816,-150.0,9.5,-7.470685,-3.657971,8.335506,-150.0,9.5,0.109020494
835c1afffffffff,-152.31515025413773,9.36195015108955,3,12393.43465508816,-152.0,9.5,-7.522631,-3.5864022,8.351533,-152.0,9.5,0.10462728
835c1bfffffffff,-151.18406083578816,8.985059846379713,3,12393.43465508816,-151.0,8.5,-7.180461,-3.4102068,7.9799957,-151.0,8.5,0.12938584
835c1cfffffffff,-151.65290262237764,11.295821220580162,3,12393.43465508816,-152.0,11.5,-7.826871,-3.3991294,8.545637,-152.0,11.5,0.07761332
835c1efffffffff,-152.55401493798283,10.515970508179036,3,12393.43465508816,-153.0,10.5,-7.7311816,-3.5422294,8.515633,-153.0,10.5,0.08528209
835c20fffffffff,-150.53123150502432,16.326192510096288,3,12393.43465508816,-151.0,16.5,-7.550768,-2.2395973,7.8974686,-151.0,16.5,0.04911216
835c21fffffffff,-149.370404971065,15.940431413763744,3,12393.43465508816,-149.0,15.5,-7.746753,-2.5270364,8.1684265,-149.0,15.5,0.06236713
835c22fffffffff,-151.45510891473825,15.549881910236174,3,12393.43465508816,-151.0,15.5,-7.6905603,-2.4763956,8.10135,-151.0,15.5,0.05591755
835c23fffffffff,-150.29619196910272,15.168644138186162,3,12393.43465508816,-150.0,15.5,-7.725531,-2.4939656,8.139065,-150.0,15.5,0.059720848
835c24fffffffff,-150.76856270960974,17.48102726130868,3,12393.43465508816,-151.0,17.5,-7.340082,-1.9813385,7.629399,-151.0,17.5,0.05009803
